genes,pfam_annotation,pfam_code
STRG.39040,p450,PF00067
STRG.17740,p450,PF00067
STRG.5276,p450,PF00067
STRG.37732,p450,PF00067
STRG.7244,p450,PF00067
STRG.25101,p450,PF00067
STRG.3972,p450,PF00067
STRG.2411,p450,PF00067
STRG.34423,p450,PF00067
STRG.15914,p450,PF00067
STRG.7456,p450,PF00067
STRG.9653,p450,PF00067
STRG.10954,p450,PF00067
STRG.16308,p450,PF00067
STRG.20936,p450,PF00067
STRG.34676,p450,PF00067
STRG.40947,p450,PF00067
STRG.26649.2,p450,PF00067
STRG.25710.1,p450,PF00067
STRG.7242,p450,PF00067
STRG.13472.5,p450,PF00067
STRG.39043,p450,PF00067
STRG.25313,p450,PF00067
STRG.6606,p450,PF00067
STRG.11030,p450,PF00067
STRG.10959,p450,PF00067
STRG.10757,p450,PF00067
STRG.34421,p450,PF00067
STRG.11640,p450,PF00067
STRG.16403.1,p450,PF00067
STRG.16403,p450,PF00067
STRG.39441,p450,PF00067
STRG.7189,p450,PF00067
STRG.38725.2,p450,PF00067
STRG.34676.2,p450,PF00067
STRG.24495,p450,PF00067
STRG.10758,p450,PF00067
STRG.1360.3,p450,PF00067
STRG.5269,p450,PF00067
STRG.5277,p450,PF00067
STRG.22151,p450,PF00067
STRG.15914.1,p450,PF00067
STRG.6094,p450,PF00067
STRG.1159,P4Ha_N,PF08336
STRG.13248,P4Ha_N,PF08336
STRG.15836,P4Ha_N,PF08336
STRG.40338,P53,PF00870
STRG.7045,P53,PF00870
STRG.6272,P53,PF00870
STRG.4094,P53,PF00870
STRG.4093,P53,PF00870
STRG.37129,p53-inducible11,PF14936
STRG.43593,P66_CC,PF16563
STRG.9555,PA,PF02225
STRG.3852,PA,PF02225
STRG.11150,PA,PF02225
STRG.31353,PA,PF02225
STRG.33752,PA,PF02225
STRG.20000,PA,PF02225
STRG.42829,PA,PF02225
STRG.11062,PA,PF02225
STRG.32709,PA,PF02225
STRG.13418,PA,PF02225
STRG.12298,PA,PF02225
STRG.20431,PA,PF02225
STRG.25540,PA,PF02225
STRG.13416,PA,PF02225
STRG.25537,PA,PF02225
STRG.2489,PA,PF02225
STRG.8364,PA,PF02225
STRG.28101,PA14,PF07691
STRG.42731,PA26,PF04636
STRG.13771,PA28_alpha,PF02251
STRG.16007,PABP,PF00658
STRG.35165,PABP,PF00658
STRG.8096,PAC1,PF16094
STRG.8096.3,PAC1,PF16094
STRG.40020,PAC2,PF09754
STRG.40831,PAC4,PF16093
STRG.34410,Pacifastin_I,PF05375
STRG.21235,Pacs-1,PF10254
STRG.34120,PACT_coil_coil,PF10495
STRG.21751,PADR1,PF08063
STRG.35390,PAE,PF03283
STRG.35390.3,PAE,PF03283
STRG.9254.1,PAF,PF15715
STRG.42605,PAF-AH_p_II,PF03403
STRG.340,Paf1,PF03985
STRG.8401,Paf67,PF10255
STRG.10064,PAH,PF02671
STRG.8560,PALB2_WD40,PF16756
STRG.18392,Palm_thioest,PF02089
STRG.14119,PALP,PF00291
STRG.14118,PALP,PF00291
STRG.28386,PALP,PF00291
STRG.39812,PALP,PF00291
STRG.6439,PALP,PF00291
STRG.29438.2,PALP,PF00291
STRG.29438.3,PALP,PF00291
STRG.36828,PALP,PF00291
STRG.21147,PALP,PF00291
STRG.4448,PALP,PF00291
STRG.39812.2,PALP,PF00291
STRG.1388,PALP,PF00291
STRG.36690,PALP,PF00291
STRG.18456,PALP,PF00291
STRG.36826,PALP,PF00291
STRG.36826.2,PALP,PF00291
STRG.4175,PALP,PF00291
STRG.3777,Pam16,PF03656
STRG.15053,Pam17,PF08566
STRG.27987,PAM2,PF07145
STRG.30776.1,Pan3_PK,PF18101
STRG.30776.3,Pan3_PK,PF18101
STRG.30776,Pan3_PK,PF18101
STRG.30185,PAN_1,PF00024
STRG.608,PAN_1,PF00024
STRG.18909,PAN_1,PF00024
STRG.19120,PAN_1,PF00024
STRG.17642,PAN_1,PF00024
STRG.19103,PAN_1,PF00024
STRG.28986,PAN_1,PF00024
STRG.36694,PAN_1,PF00024
STRG.19130,PAN_1,PF00024
STRG.21208,PAN_1,PF00024
STRG.21970,PAN_1,PF00024
STRG.779,PAN_1,PF00024
STRG.22428,PAN_1,PF00024
STRG.779.3,PAN_1,PF00024
STRG.37309,PAN_1,PF00024
STRG.18593,PAN_1,PF00024
STRG.22322,PAN_1,PF00024
STRG.33058,PAN_1,PF00024
STRG.3840,PAN_1,PF00024
STRG.4166,PAN_1,PF00024
STRG.34669,PAN_1,PF00024
STRG.4511.4,PAN_1,PF00024
STRG.44095,PAN_1,PF00024
STRG.14030,PAN_1,PF00024
STRG.1356.1,PAN_1,PF00024
STRG.38780,PAN_1,PF00024
STRG.39676,PAN_1,PF00024
STRG.39686,PAN_1,PF00024
STRG.24006,PAN_1,PF00024
STRG.31407,PAN_1,PF00024
STRG.20772,PAN_1,PF00024
STRG.36394,PAN_1,PF00024
STRG.11120,PAN_1,PF00024
STRG.37166,PAN_1,PF00024
STRG.11883,PAN_1,PF00024
STRG.2908,PAN_1,PF00024
STRG.34358,PAN_1,PF00024
STRG.2964,PAN_1,PF00024
STRG.42716,PAN_1,PF00024
STRG.14676,PAN_1,PF00024
STRG.14031,PAN_1,PF00024
STRG.14450.1,PAN_1,PF00024
STRG.38829,PAN_1,PF00024
STRG.32870,PAN_1,PF00024
STRG.34526,PAN_1,PF00024
STRG.34542,PAN_1,PF00024
STRG.13495,PAN_1,PF00024
STRG.25699,PAN_1,PF00024
STRG.10167,PAN_1,PF00024
STRG.37290,PAN_1,PF00024
STRG.9243.2,PAN_1,PF00024
STRG.40269,PAN_1,PF00024
STRG.13507,PAN_1,PF00024
STRG.17738,PAN_1,PF00024
STRG.23697,PAN_1,PF00024
STRG.7673,PAN_1,PF00024
STRG.41824,PAN_1,PF00024
STRG.34464,PAN_1,PF00024
STRG.34466,PAN_1,PF00024
STRG.34269,PAN_1,PF00024
STRG.5812,PAN_1,PF00024
STRG.268.1,PAN_1,PF00024
STRG.42942,PAN_1,PF00024
STRG.20874,PAN_1,PF00024
STRG.39635,PAN_1,PF00024
STRG.17932,PAN_1,PF00024
STRG.5013.1,PAN_1,PF00024
STRG.27098,PAN_1,PF00024
STRG.10683,PAN_1,PF00024
STRG.7547,PAN_1,PF00024
STRG.2177,PAN_1,PF00024
STRG.38906,PAN_4,PF14295
STRG.31466,PAN_4,PF14295
STRG.2842,PAN_4,PF14295
STRG.38908,PAN_4,PF14295
STRG.19541,PAP2,PF01569
STRG.6055.3,PAP2,PF01569
STRG.34016,PAP2,PF01569
STRG.6055.2,PAP2,PF01569
STRG.25793,PAP2,PF01569
STRG.25795,PAP2,PF01569
STRG.13859,PAP2,PF01569
STRG.37454,PAP2,PF01569
STRG.8146,PAP2,PF01569
STRG.6052,PAP2,PF01569
STRG.38423,PAP2,PF01569
STRG.34041,PAP2,PF01569
STRG.39845,PAP2,PF01569
STRG.33436,PAP2,PF01569
STRG.6053,PAP2,PF01569
STRG.25552,PAP2_3,PF14378
STRG.13586,PAP2_C,PF14360
STRG.37502,PAP2_C,PF14360
STRG.24303.2,PapD-like,PF14874
STRG.24303,PapD-like,PF14874
STRG.33731.2,PapD-like,PF14874
STRG.33822,PapD-like,PF14874
STRG.14837,PAP_assoc,PF03828
STRG.40438,PAP_assoc,PF03828
STRG.40433,PAP_assoc,PF03828
STRG.38914,PAP_assoc,PF03828
STRG.14621,Par3_HAL_N_term,PF12053
STRG.16995,ParBc,PF02195
STRG.13038,ParcG,PF10274
STRG.12792,ParcG,PF10274
STRG.12473,PARG_cat,PF05028
STRG.20826,PARG_cat,PF05028
STRG.12473.1,PARG_cat,PF05028
STRG.7951.2,PARP,PF00644
STRG.7951,PARP,PF00644
STRG.22613,PARP,PF00644
STRG.9333,PARP,PF00644
STRG.35711,PARP,PF00644
STRG.29388,PARP,PF00644
STRG.42765,PARP,PF00644
STRG.35711.5,PARP,PF00644
STRG.35711.7,PARP,PF00644
STRG.2097,PARP,PF00644
STRG.12547,PARP,PF00644
STRG.41507,PARP,PF00644
STRG.41493,PARP,PF00644
STRG.15563,PARP,PF00644
STRG.12898,PARP,PF00644
STRG.181,PARP,PF00644
STRG.41509,PARP,PF00644
STRG.22618,PARP,PF00644
STRG.35575,PARP,PF00644
STRG.41500,PARP,PF00644
STRG.15564.4,PARP,PF00644
STRG.15564.2,PARP,PF00644
STRG.15564.6,PARP,PF00644
STRG.31001,PARP,PF00644
STRG.9342,PARP,PF00644
STRG.20.1,PARP,PF00644
STRG.34507,PARP,PF00644
STRG.38724,PARP,PF00644
STRG.34505,PARP,PF00644
STRG.41495,PARP,PF00644
STRG.3013,PAS,PF00989
STRG.3029,PAS,PF00989
STRG.42582,PAS,PF00989
STRG.24428,PAS,PF00989
STRG.42927,PAS,PF00989
STRG.27526,PAT1,PF09770
STRG.600,Patatin,PF01734
STRG.8634,Patatin,PF01734
STRG.8770,Patatin,PF01734
STRG.13887,Patatin,PF01734
STRG.13889,Patatin,PF01734
STRG.3217,Patched,PF02460
STRG.40044,Patched,PF02460
STRG.16250,Patched,PF02460
STRG.20785,Patched,PF02460
STRG.20784,Patched,PF02460
STRG.37944,Patched,PF02460
STRG.40378,Patched,PF02460
STRG.40390,Patched,PF02460
STRG.323,Patched,PF02460
STRG.5149,Patched,PF02460
STRG.15674,Patched,PF02460
STRG.42025,PAW,PF04721
STRG.2092,PAW,PF04721
STRG.10748,PAX,PF00292
STRG.36024.1,PAX,PF00292
STRG.20532.1,PAX,PF00292
STRG.20532.2,PAX,PF00292
STRG.42161,PAX,PF00292
STRG.10781,PAX,PF00292
STRG.9138.7,PAX,PF00292
STRG.4485.1,PAX,PF00292
STRG.21221,PAXIP1_C,PF15364
STRG.29666,PAXNEB,PF05625
STRG.29666.3,PAXNEB,PF05625
STRG.5645,PAXX,PF15384
STRG.9623,PAZ,PF02170
STRG.24610,PAZ,PF02170
STRG.4313,PB1,PF00564
STRG.33686,PB1,PF00564
STRG.15567,PB1,PF00564
STRG.33721.2,PB1,PF00564
STRG.33721,PB1,PF00564
STRG.8169,PB1,PF00564
STRG.24981,PB1,PF00564
STRG.25088,PB1,PF00564
STRG.27189,PB1,PF00564
STRG.23275,PBD,PF00786
STRG.9542,PBD,PF00786
STRG.18613,PBD,PF00786
STRG.19988,PBP,PF01161
STRG.16858,PBP,PF01161
STRG.36664,PBP,PF01161
STRG.32913,PC4,PF02229
STRG.9781,PCC,PF03479
STRG.554,PCI,PF01399
STRG.10386,PCI,PF01399
STRG.34118,PCI,PF01399
STRG.14349,PCI,PF01399
STRG.34118.2,PCI,PF01399
STRG.34118.3,PCI,PF01399
STRG.5072,PCI,PF01399
STRG.25513,PCI,PF01399
STRG.40684,PCI,PF01399
STRG.5354,PCI,PF01399
STRG.5369,PCI,PF01399
STRG.2541,PCI,PF01399
STRG.3721,PCI,PF01399
STRG.29732,PCI,PF01399
STRG.33342,PCM1_C,PF15717
STRG.17976,PCMT,PF01135
STRG.25406,PCNA_C,PF02747
STRG.9373,PCNP,PF15473
STRG.6737,PCO_ADO,PF07847
STRG.10574,PCRF,PF03462
STRG.860,PC_rep,PF01851
STRG.9910,PD40,PF07676
STRG.22640,PD40,PF07676
STRG.8822,Pdase_M17_N2,PF18295
STRG.6771,PDCD2_C,PF04194
STRG.42602,PDCD2_C,PF04194
STRG.26083,PDCD7,PF16021
STRG.43581,PDCD9,PF07147
STRG.16623,PDCD9,PF07147
STRG.13029,PDDEXK_1,PF12705
STRG.6613,PDEase_I,PF00233
STRG.35757,PDEase_I,PF00233
STRG.26667,PDEase_I,PF00233
STRG.42927.4,PDEase_I,PF00233
STRG.7771,PDGF,PF00341
STRG.44079,PDGF,PF00341
STRG.37580,PDGF,PF00341
STRG.31203,PDGF,PF00341
STRG.14112,PDGF,PF00341
STRG.22399,PDZ,PF00595
STRG.11085,PDZ,PF00595
STRG.25454,PDZ,PF00595
STRG.26070,PDZ,PF00595
STRG.28423,PDZ,PF00595
STRG.10728,PDZ,PF00595
STRG.41258,PDZ,PF00595
STRG.471,PDZ,PF00595
STRG.12414,PDZ,PF00595
STRG.599,PDZ,PF00595
STRG.43983,PDZ,PF00595
STRG.33993,PDZ,PF00595
STRG.5101,PDZ,PF00595
STRG.34049,PDZ,PF00595
STRG.1260.2,PDZ,PF00595
STRG.22761,PDZ,PF00595
STRG.3358,PDZ,PF00595
STRG.10927,PDZ,PF00595
STRG.43394,PDZ,PF00595
STRG.33103,PDZ,PF00595
STRG.43196,PDZ,PF00595
STRG.12673,PDZ,PF00595
STRG.40876,PDZ,PF00595
STRG.36291,PDZ,PF00595
STRG.7429,PDZ,PF00595
STRG.41523,PDZ,PF00595
STRG.6042,PDZ,PF00595
STRG.12372,PDZ,PF00595
STRG.6622,PDZ,PF00595
STRG.41934,PDZ,PF00595
STRG.10198.3,PDZ,PF00595
STRG.25961,PDZ,PF00595
STRG.11195,PDZ,PF00595
STRG.8512,PDZ,PF00595
STRG.36257,PDZ,PF00595
STRG.33883,PDZ,PF00595
STRG.7643,PDZ,PF00595
STRG.28936,PDZ,PF00595
STRG.20609,PDZ_3,PF17815
STRG.31675,Pecanex_C,PF05041
STRG.20659,Pecanex_C,PF05041
STRG.15720,Pectate_lyase_3,PF12708
STRG.25057,PEHE,PF15275
STRG.2447,Pellino,PF04710
STRG.2454,Pellino,PF04710
STRG.2448,Pellino,PF04710
STRG.31099,Pellino,PF04710
STRG.6877,PEMT,PF04191
STRG.13538,PEN-2,PF10251
STRG.38753.1,Pentapeptide,PF00805
STRG.31739.1,Pentapeptide,PF00805
STRG.37022,Pentaxin,PF00354
STRG.13505,Pentaxin,PF00354
STRG.22856,PEPCK_GTP,PF00821
STRG.22855,PEPCK_GTP,PF00821
STRG.4024,Pepdidase_M14_N,PF18027
STRG.41134,Pepdidase_M14_N,PF18027
STRG.33475,Pepdidase_M14_N,PF18027
STRG.37280.1,Pepdidase_M14_N,PF18027
STRG.10600,Pepdidase_M14_N,PF18027
STRG.37280,Pepdidase_M14_N,PF18027
STRG.14032,Pepdidase_M14_N,PF18027
STRG.41134.3,Pepdidase_M14_N,PF18027
STRG.38072.1,Peptidase_A17,PF05380
STRG.1793,Peptidase_A17,PF05380
STRG.7211,Peptidase_A17,PF05380
STRG.40041,Peptidase_A17,PF05380
STRG.19105,Peptidase_A17,PF05380
STRG.41863,Peptidase_A17,PF05380
STRG.16222,Peptidase_A17,PF05380
STRG.15803,Peptidase_A17,PF05380
STRG.771,Peptidase_A17,PF05380
STRG.14583,Peptidase_A17,PF05380
STRG.1010,Peptidase_A17,PF05380
STRG.30957,Peptidase_A17,PF05380
STRG.25895,Peptidase_A17,PF05380
STRG.38243,Peptidase_A17,PF05380
STRG.20807,Peptidase_A17,PF05380
STRG.10633,Peptidase_A17,PF05380
STRG.4671.1,Peptidase_A17,PF05380
STRG.39394.3,Peptidase_A17,PF05380
STRG.4466,Peptidase_A17,PF05380
STRG.38208.1,Peptidase_A17,PF05380
STRG.27704.1,Peptidase_A17,PF05380
STRG.27704,Peptidase_A17,PF05380
STRG.24259.4,Peptidase_A17,PF05380
STRG.24259.5,Peptidase_A17,PF05380
STRG.30349.1,Peptidase_A17,PF05380
STRG.2012,Peptidase_A17,PF05380
STRG.42272,Peptidase_A17,PF05380
STRG.37287,Peptidase_A22B,PF04258
STRG.17543,Peptidase_A22B,PF04258
STRG.29600,Peptidase_A22B,PF04258
STRG.17543.2,Peptidase_A22B,PF04258
STRG.23634,Peptidase_A22B,PF04258
STRG.251,Peptidase_C1,PF00112
STRG.25586,Peptidase_C1,PF00112
STRG.20931,Peptidase_C1,PF00112
STRG.20320,Peptidase_C1,PF00112
STRG.28281,Peptidase_C1,PF00112
STRG.43004,Peptidase_C1,PF00112
STRG.4103,Peptidase_C1,PF00112
STRG.26089,Peptidase_C10,PF01640
STRG.36195,Peptidase_C101,PF16218
STRG.8121,Peptidase_C12,PF01088
STRG.8031,Peptidase_C12,PF01088
STRG.15052,Peptidase_C12,PF01088
STRG.7150,Peptidase_C13,PF01650
STRG.25846,Peptidase_C13,PF01650
STRG.33823,Peptidase_C14,PF00656
STRG.18466,Peptidase_C14,PF00656
STRG.25216,Peptidase_C14,PF00656
STRG.10661.3,Peptidase_C14,PF00656
STRG.32742,Peptidase_C14,PF00656
STRG.10661,Peptidase_C14,PF00656
STRG.13067,Peptidase_C14,PF00656
STRG.5923,Peptidase_C14,PF00656
STRG.13140,Peptidase_C14,PF00656
STRG.33297,Peptidase_C14,PF00656
STRG.18315,Peptidase_C14,PF00656
STRG.15333,Peptidase_C14,PF00656
STRG.32737.1,Peptidase_C14,PF00656
STRG.2955,Peptidase_C14,PF00656
STRG.13139,Peptidase_C14,PF00656
STRG.36902,Peptidase_C14,PF00656
STRG.28068,Peptidase_C14,PF00656
STRG.12436,Peptidase_C14,PF00656
STRG.42497,Peptidase_C14,PF00656
STRG.37925.3,Peptidase_C14,PF00656
STRG.12437,Peptidase_C14,PF00656
STRG.43627,Peptidase_C15,PF01470
STRG.37509,Peptidase_C1_2,PF03051
STRG.37231,Peptidase_C2,PF00648
STRG.29772,Peptidase_C2,PF00648
STRG.9226,Peptidase_C2,PF00648
STRG.1424,Peptidase_C26,PF07722
STRG.21705,Peptidase_C48,PF02902
STRG.21705.2,Peptidase_C48,PF02902
STRG.17510.2,Peptidase_C48,PF02902
STRG.32369.2,Peptidase_C48,PF02902
STRG.7936,Peptidase_C48,PF02902
STRG.17510.1,Peptidase_C48,PF02902
STRG.32369.1,Peptidase_C48,PF02902
STRG.31298,Peptidase_C48,PF02902
STRG.7568,Peptidase_C48,PF02902
STRG.1279.1,Peptidase_C48,PF02902
STRG.18463,Peptidase_C48,PF02902
STRG.22199,Peptidase_C48,PF02902
STRG.17797.3,Peptidase_C48,PF02902
STRG.13264,Peptidase_C48,PF02902
STRG.42955,Peptidase_C48,PF02902
STRG.39372.7,Peptidase_C48,PF02902
STRG.39372.9,Peptidase_C48,PF02902
STRG.6130,Peptidase_C48,PF02902
STRG.20356,Peptidase_C48,PF02902
STRG.39372.1,Peptidase_C48,PF02902
STRG.39372.4,Peptidase_C48,PF02902
STRG.29464,Peptidase_C48,PF02902
STRG.7232,Peptidase_C48,PF02902
STRG.2635,Peptidase_C48,PF02902
STRG.25045.1,Peptidase_C48,PF02902
STRG.3129,Peptidase_C48,PF02902
STRG.4739,Peptidase_C50,PF03568
STRG.33520,Peptidase_C54,PF03416
STRG.15477,Peptidase_C54,PF03416
STRG.28515,Peptidase_C54,PF03416
STRG.14922,Peptidase_C65,PF10275
STRG.16483,Peptidase_C78,PF07910
STRG.11470,Peptidase_C78,PF07910
STRG.11470.2,Peptidase_C78,PF07910
STRG.25511,Peptidase_C97,PF05903
STRG.33106,Peptidase_C97,PF05903
STRG.20932,Peptidase_C98,PF15499
STRG.36823,Peptidase_M1,PF01433
STRG.6751,Peptidase_M1,PF01433
STRG.16198,Peptidase_M1,PF01433
STRG.9987,Peptidase_M1,PF01433
STRG.28146,Peptidase_M1,PF01433
STRG.42311,Peptidase_M10,PF00413
STRG.42451,Peptidase_M10,PF00413
STRG.42502,Peptidase_M10,PF00413
STRG.42453,Peptidase_M10,PF00413
STRG.42308,Peptidase_M10,PF00413
STRG.19469,Peptidase_M10,PF00413
STRG.42305,Peptidase_M10,PF00413
STRG.42310,Peptidase_M10,PF00413
STRG.42311.1,Peptidase_M10,PF00413
STRG.42314,Peptidase_M10,PF00413
STRG.22466,Peptidase_M10,PF00413
STRG.42447,Peptidase_M10,PF00413
STRG.26269,Peptidase_M13,PF01431
STRG.13250.2,Peptidase_M13,PF01431
STRG.13250,Peptidase_M13,PF01431
STRG.13285,Peptidase_M13,PF01431
STRG.7654,Peptidase_M13,PF01431
STRG.22043,Peptidase_M13,PF01431
STRG.9492,Peptidase_M13,PF01431
STRG.26024,Peptidase_M13,PF01431
STRG.26020,Peptidase_M13,PF01431
STRG.9392,Peptidase_M13,PF01431
STRG.22046,Peptidase_M13,PF01431
STRG.27173,Peptidase_M13,PF01431
STRG.3980,Peptidase_M13,PF01431
STRG.22042,Peptidase_M13,PF01431
STRG.16255,Peptidase_M13,PF01431
STRG.43076,Peptidase_M13,PF01431
STRG.16595,Peptidase_M13,PF01431
STRG.26269.5,Peptidase_M13,PF01431
STRG.10053,Peptidase_M13,PF01431
STRG.17900,Peptidase_M14,PF00246
STRG.18268,Peptidase_M14,PF00246
STRG.17901,Peptidase_M14,PF00246
STRG.18269.2,Peptidase_M14,PF00246
STRG.18269.3,Peptidase_M14,PF00246
STRG.18269,Peptidase_M14,PF00246
STRG.17895,Peptidase_M14,PF00246
STRG.17132,Peptidase_M14,PF00246
STRG.27573,Peptidase_M14,PF00246
STRG.27572,Peptidase_M14,PF00246
STRG.5820,Peptidase_M14,PF00246
STRG.354,Peptidase_M14,PF00246
STRG.34263,Peptidase_M15_4,PF13539
STRG.42416,Peptidase_M15_4,PF13539
STRG.6793,Peptidase_M15_4,PF13539
STRG.17890,Peptidase_M16,PF00675
STRG.6604,Peptidase_M16,PF00675
STRG.35548,Peptidase_M16,PF00675
STRG.38412,Peptidase_M16,PF00675
STRG.28561,Peptidase_M16,PF00675
STRG.35890,Peptidase_M16,PF00675
STRG.4218,Peptidase_M16_C,PF05193
STRG.7500,Peptidase_M16_C,PF05193
STRG.42403,Peptidase_M17,PF00883
STRG.37460,Peptidase_M17,PF00883
STRG.42383,Peptidase_M17,PF00883
STRG.22144,Peptidase_M17,PF00883
STRG.20864,Peptidase_M17,PF00883
STRG.21479,Peptidase_M17,PF00883
STRG.16021,Peptidase_M18,PF02127
STRG.4450,Peptidase_M19,PF01244
STRG.4449,Peptidase_M19,PF01244
STRG.16197,Peptidase_M1_N,PF17900
STRG.13046.2,Peptidase_M1_N,PF17900
STRG.21037,Peptidase_M1_N,PF17900
STRG.25410,Peptidase_M1_N,PF17900
STRG.29586.3,Peptidase_M1_N,PF17900
STRG.26884,Peptidase_M2,PF01401
STRG.15480,Peptidase_M2,PF01401
STRG.26883,Peptidase_M2,PF01401
STRG.24914.3,Peptidase_M20,PF01546
STRG.1445,Peptidase_M24,PF00557
STRG.15212,Peptidase_M24,PF00557
STRG.34529,Peptidase_M24,PF00557
STRG.43629,Peptidase_M24,PF00557
STRG.10835,Peptidase_M24,PF00557
STRG.25580,Peptidase_M24,PF00557
STRG.33861,Peptidase_M24,PF00557
STRG.14456,Peptidase_M28,PF04389
STRG.18915,Peptidase_M28,PF04389
STRG.43049,Peptidase_M28,PF04389
STRG.42495,Peptidase_M28,PF04389
STRG.30442,Peptidase_M28,PF04389
STRG.7779,Peptidase_M28,PF04389
STRG.8353,Peptidase_M28,PF04389
STRG.37440,Peptidase_M28,PF04389
STRG.24818,Peptidase_M3,PF01432
STRG.39575,Peptidase_M3,PF01432
STRG.39439,Peptidase_M3,PF01432
STRG.7182,Peptidase_M3,PF01432
STRG.25319,Peptidase_M3,PF01432
STRG.43942,Peptidase_M3,PF01432
STRG.42807,Peptidase_M48,PF01435
STRG.33302,Peptidase_M48,PF01435
STRG.29406,Peptidase_M48,PF01435
STRG.26141,Peptidase_M48,PF01435
STRG.25015,Peptidase_M49,PF03571
STRG.34236,Peptidase_M50,PF02163
STRG.22328,Peptidase_M54,PF07998
STRG.42644,Peptidase_M54,PF07998
STRG.42642,Peptidase_M54,PF07998
STRG.42644.1,Peptidase_M54,PF07998
STRG.3878,Peptidase_M54,PF07998
STRG.1678,Peptidase_M8,PF01457
STRG.760,Peptidase_M8,PF01457
STRG.32885,Peptidase_S10,PF00450
STRG.16068,Peptidase_S10,PF00450
STRG.32887,Peptidase_S10,PF00450
STRG.32883,Peptidase_S10,PF00450
STRG.32884,Peptidase_S10,PF00450
STRG.39572,Peptidase_S15,PF02129
STRG.10063,Peptidase_S24,PF00717
STRG.39832,Peptidase_S26,PF10502
STRG.18577,Peptidase_S26,PF10502
STRG.34876,Peptidase_S28,PF05577
STRG.9582,Peptidase_S28,PF05577
STRG.2855,Peptidase_S28,PF05577
STRG.10917,Peptidase_S28,PF05577
STRG.42821,Peptidase_S28,PF05577
STRG.30248,Peptidase_S28,PF05577
STRG.34876.2,Peptidase_S28,PF05577
STRG.1204,Peptidase_S28,PF05577
STRG.12834,Peptidase_S49,PF01343
STRG.20138,Peptidase_S74,PF13884
STRG.20139,Peptidase_S74,PF13884
STRG.29181,Peptidase_S8,PF00082
STRG.11309,Peptidase_S8,PF00082
STRG.3580,Peptidase_S8,PF00082
STRG.17272,Peptidase_S8,PF00082
STRG.10444,Peptidase_S8,PF00082
STRG.36125,Peptidase_S8,PF00082
STRG.35956,Peptidase_S8,PF00082
STRG.10441,Peptidase_S8,PF00082
STRG.11318,Peptidase_S8,PF00082
STRG.10163,Peptidase_S8,PF00082
STRG.31987,Peptidase_S8,PF00082
STRG.17196,Peptidase_S8,PF00082
STRG.20689,Peptidase_S8,PF00082
STRG.10442,Peptidase_S8,PF00082
STRG.7791,Peptidase_S8,PF00082
STRG.42435,Peptidase_S8,PF00082
STRG.34281,Peptidase_S8,PF00082
STRG.33789,Peptidase_S8,PF00082
STRG.15152,Peptidase_S8,PF00082
STRG.42614,Peptidase_S8,PF00082
STRG.9716,Peptidase_S8,PF00082
STRG.3579,Peptidase_S8,PF00082
STRG.42615.2,Peptidase_S8,PF00082
STRG.42615,Peptidase_S8,PF00082
STRG.10443,Peptidase_S8,PF00082
STRG.5061,Peptidase_S8,PF00082
STRG.3578,Peptidase_S8,PF00082
STRG.42615.3,Peptidase_S8,PF00082
STRG.19479,Peptidase_S9,PF00326
STRG.23126,Peptidase_S9,PF00326
STRG.24420,Peptidase_S9,PF00326
STRG.15575,Peptidase_S9_N,PF02897
STRG.39589,Peptidase_S9_N,PF02897
STRG.42544,Peptidase_S9_N,PF02897
STRG.27253,Pept_tRNA_hydro,PF01195
STRG.14675,Pep_deformylase,PF01327
STRG.13989,Pep_deformylase,PF01327
STRG.20534,Pep_M12B_propep,PF01562
STRG.38054,Pep_M12B_propep,PF01562
STRG.11400,Pep_M12B_propep,PF01562
STRG.690,Pep_M12B_propep,PF01562
STRG.41014,Pep_M12B_propep,PF01562
STRG.32756,Pep_M12B_propep,PF01562
STRG.42398,Pep_M12B_propep,PF01562
STRG.17389,Pep_M12B_propep,PF01562
STRG.32076,PEP_mutase,PF13714
STRG.18764,Per1,PF04080
STRG.18764.4,Per1,PF04080
STRG.22226,Perilipin,PF03036
STRG.30039,Peroxin-13_N,PF04088
STRG.4284,Peroxin-3,PF04882
STRG.4284.2,Peroxin-3,PF04882
STRG.22249,PEX11,PF05648
STRG.16657,PEX11,PF05648
STRG.18180,Pex14_N,PF04695
STRG.13036,Pex16,PF08610
STRG.26915,Pex19,PF04614
STRG.18213,Pex26,PF07163
STRG.37852,Pex2_Pex12,PF04757
STRG.5281,Pex2_Pex12,PF04757
STRG.17779,,PFK                  PF00365
STRG.37720,PfkB,PF00294
STRG.22060,PfkB,PF00294
STRG.10993,PfkB,PF00294
STRG.32759,PfkB,PF00294
STRG.10625,PfkB,PF00294
STRG.22870,PfkB,PF00294
STRG.39142,PfkB,PF00294
STRG.40258,PfkB,PF00294
STRG.40262,PfkB,PF00294
STRG.17023,,PFL-like             PF02901
STRG.28576,,PFU                  PF09070
STRG.33171,PGAP1,PF07819
STRG.35405,PGA_cap,PF09587
STRG.35404,PGA_cap,PF09587
STRG.5315,PGA_cap,PF09587
STRG.17713,PGA_cap,PF09587
STRG.35403,PGA_cap,PF09587
STRG.5315.2,PGA_cap,PF09587
STRG.35399,PGA_cap,PF09587
STRG.35402,PGA_cap,PF09587
STRG.39498,PGA_cap,PF09587
STRG.38719,PGA_cap,PF09587
STRG.5316,PGA_cap,PF09587
STRG.33458,PGI,PF00342
